# MACSJ0416 photometric redshifts
# M0416cl_A.cat IDs cross matched wth M0416cl_ZPHOT.cat
# ID RA[deg] DEC[deg] ZBEST ZBEST_SIG ZPHOTFLAG
1691 64.030991 -24.068464 0.05 0.27365 0
1692 64.052177 -24.068447 0.03 0.015 0
1693 64.028862 -24.068441 3.765 1.10985 0
1694 64.042511 -24.069233 0.4023 0.0 1
1695 64.042114 -24.069176 2.92 0.37975 0
1696 64.047714 -24.068668 3.97965 0.0465 0
1697 64.037392 -24.06842 0.8 0.0145 0
1698 64.020699 -24.068413 2.72 0.053 0
1699 64.052582 -24.068356 0.5495 0.03 0
1700 64.059685 -24.068541 0.01 0.02 0
1701 64.059731 -24.068394 3.22215 0.084 0
1702 64.056084 -24.068649 0.34715 0.0455 0
1703 64.040314 -24.068317 2.44155 0.765 0
1704 64.023071 -24.068277 0.6761 0.0505 0
1705 64.025291 -24.068287 0.68 1.4805 0
1706 64.055031 -24.068405 5.419 0.119 0
1707 64.044823 -24.069094 0.304 0.005 0
1708 64.039268 -24.069109 0.3205 1.531 0
1709 64.023109 -24.068485 0.557 0.058 0
1710 64.027176 -24.068239 3.850999 0.045 0
1711 64.056068 -24.068247 3.51755 0.024 0
1712 64.058784 -24.068485 0.422 0.092 0
1713 64.050819 -24.068247 2.3835 0.0901 0
1714 64.020378 -24.06826 0.7464 0.0405 0
1715 64.041237 -24.068718 0.54 0.0385 0
1716 64.049232 -24.068171 3.4282 0.0595 0
1717 64.022476 -24.068703 4.198 0.075 0
1718 64.046021 -24.068804 2.9735 0.07 0
1719 64.03054 -24.068125 3.554399 0.031 0
1720 64.041496 -24.068115 1.41 0.724 0
1721 64.04612 -24.068096 4.239999 0.07375 0
1722 64.029884 -24.068062 1.14 0.02655 0
1723 64.022591 -24.068068 3.528999 0.15645 0
1724 64.021484 -24.068047 2.965 0.1875 0
1725 64.039093 -24.067989 3.094999 0.061 0
1726 64.060646 -24.068089 0.545 1.34085 0
1727 64.039558 -24.068022 0.05 0.0205 0
1728 64.034935 -24.06838 1.3835 0.0435 0
1729 64.021698 -24.067926 0.5675 0.015 0
1730 64.02713 -24.067932 1.125 0.0835 0
1731 64.039268 -24.067915 3.41835 0.0465 0
1732 64.031494 -24.067923 0.01 0.615 0
1733 64.027893 -24.067902 3.71395 0.1565 0
1734 64.031891 -24.067871 2.681999 0.7615 0
1735 64.036011 -24.068474 0.1025 0.0295 0
1736 64.041039 -24.067844 0.474 0.0445 0
1737 64.037567 -24.067801 0.565 0.02515 0
1738 64.048813 -24.067776 3.742 0.307 0
1739 64.023209 -24.067766 4.189999 0.0446 0
1740 64.020012 -24.067755 2.1775 0.0601 0
1741 64.02652 -24.067682 1.5323 0.1965 0
1742 64.03244 -24.068472 2.088 0.0 1
1743 64.023972 -24.068233 1.166 0.0225 0
1744 64.039902 -24.0683 0.315 0.046 0
1745 64.047775 -24.068218 0.31 1.74555 0
1746 64.027145 -24.068565 2.1321 1.7335 0
1747 64.030739 -24.067875 3.19 1.3875 0
1748 64.034561 -24.067621 0.0885 0.36 0
1749 64.038719 -24.066095 0.339 0.01 0
1750 64.029099 -24.067648 2.14365 0.03 0
1751 64.030251 -24.06756 3.15 0.3355 0
1752 64.042274 -24.067564 0.57 0.0425 0
1753 64.028053 -24.067572 0.1497 0.0105 0
1754 64.06115 -24.066574 0.1025 0.023 0
1755 64.051704 -24.067963 0.587 0.164 0
1756 64.022011 -24.067543 3.96 0.03425 0
1757 64.027573 -24.067942 3.17205 1.4475 0
1758 64.043159 -24.067509 0.65 0.02635 0
1759 64.054359 -24.067503 1.7692 0.034 0
1760 64.039413 -24.067499 0.6 0.008 0
1761 64.023369 -24.067549 1.30635 0.005 0
1762 64.035416 -24.067877 0.4027 0.0 1
1763 64.036293 -24.067471 0.5472 0.385 0
1764 64.052124 -24.067465 0.9275 0.0 1
1765 64.052711 -24.06744 1.035 0.1255 0
1766 64.046364 -24.067043 0.3983 0.0 1
1767 64.037842 -24.067421 3.585 0.0395 0
1768 64.044815 -24.067076 0.401 0.0 1
1769 64.035713 -24.068085 0.335 0.0525 0
1770 64.02951 -24.067366 1.78 0.4256 0
1771 64.032555 -24.067322 2.614999 0.0715 0
1772 64.05555 -24.067335 4.9243 2.261 0
1773 64.034447 -24.067963 0.2902 0.0 1
1774 64.049141 -24.067457 0.685 0.025 0
1775 64.058014 -24.067816 0.77015 0.061 0
1776 64.034081 -24.066744 0.405 0.0 1
1777 64.021835 -24.067205 1.7925 1.504 0
1778 64.059708 -24.067596 0.2372 0.0605 0
1779 64.0504 -24.06764 0.39 1.20555 0
1780 64.052689 -24.067669 1.5758 0.071 0
1781 64.033112 -24.067963 0.4012 0.0 1
1782 64.028069 -24.06773 0.2454 0.0475 0
1783 64.03347 -24.067499 0.03 0.50675 0
1784 64.022285 -24.067234 3.715 0.1675 0
1785 64.051941 -24.067125 1.43 0.0661 0
1786 64.055061 -24.06786 1.115 0.032 0
1787 64.043343 -24.067141 1.8603 0.0565 0
1788 64.025833 -24.067478 1.18 0.029 0
1789 64.028 -24.067265 3.184999 0.06 0
1790 64.032295 -24.067217 0.01 0.7554 0
1791 64.040863 -24.06661 0.425 0.063 0
1792 64.054512 -24.067657 1.605 0.061 0
1793 64.037933 -24.067274 0.05 0.0 0
1794 64.031761 -24.067459 1.3054 0.695 0
1795 64.049614 -24.067808 0.478 0.0345 0
1796 64.048599 -24.067297 4.283998 0.0855 0
1797 64.049164 -24.066931 1.76 0.4423 0
1798 64.041664 -24.067215 0.505 0.2605 0
1799 64.052681 -24.067085 2.38745 1.822 0
1800 64.032204 -24.066883 2.0265 1.07 0
1801 64.022537 -24.066874 2.78715 0.0645 0
1802 64.054558 -24.067055 0.55125 0.035 0
1803 64.021133 -24.066856 2.32 0.0457 0
1804 64.031151 -24.067188 0.39 0.007 0
1805 64.039299 -24.066841 4.208299 0.01 0
1806 64.031952 -24.06683 0.596 0.41805 0
1807 64.023575 -24.066805 3.422 0.018 0
1808 64.047668 -24.066792 1.7417 0.009 0
1809 64.031448 -24.06687 0.548 0.1576 0
1810 64.056847 -24.066694 1.741 0.045 0
1811 64.036713 -24.066227 2.2506 0.054 0
1812 64.05275 -24.066689 1.83 0.0705 0
1813 64.038216 -24.067589 2.63985 0.15 0
1814 64.050873 -24.066675 4.5732 0.1175 0
1815 64.047676 -24.066677 7.21505 2.775001 0
1816 64.049377 -24.066879 0.0505 0.0165 0
1817 64.021568 -24.066637 2.873099 0.1 0
1818 64.032715 -24.066589 4.1142 0.104 0
1819 64.024742 -24.066729 2.375 0.25 0
1820 64.043808 -24.067257 0.2975 0.03225 0
1821 64.044121 -24.066526 0.3946 0.0 1
1822 64.023857 -24.066572 1.5315 0.0385 0
1823 64.057167 -24.066566 3.54385 0.006 0
1824 64.053703 -24.067635 1.13 0.02 0
1825 64.029327 -24.066944 0.365 0.0347 0
1826 64.02095 -24.06654 0.9045 0.01 0
1827 64.050858 -24.066542 5.91 0.02335 0
1828 64.032791 -24.066874 0.01 0.02 0
1829 64.051079 -24.066517 5.961 0.00785 0
1830 64.0308 -24.0672 1.9906 0.0 1
1831 64.024109 -24.066498 1.5458 1.11 0
1832 64.054985 -24.066568 3.6065 0.09 0
1833 64.032867 -24.067564 0.105 0.0245 0
1834 64.030571 -24.0667 0.3555 0.025 0
1835 64.048149 -24.066952 2.21165 0.095 0
1836 64.044411 -24.067011 0.2522 0.075 0
1837 64.033272 -24.067463 0.01 0.02 0
1838 64.051811 -24.066553 0.6063 0.88 0
1839 64.035797 -24.066652 0.395 0.0625 0
1840 64.023293 -24.066339 4.2 0.033 0
1841 64.047783 -24.066479 1.929 0.39635 0
1842 64.047226 -24.066952 1.685 0.094 0
1843 64.02597 -24.066618 1.83 0.0125 0
1844 64.05069 -24.066273 3.667099 0.267 0
1845 64.035469 -24.066364 4.2405 0.12065 0
1846 64.039597 -24.067123 0.335 0.0445 0
1847 64.030838 -24.066233 0.595 1.5356 0
1848 64.032745 -24.066196 3.508999 0.5519 0
1849 64.040619 -24.066277 0.34 0.0225 0
1850 64.028984 -24.066648 1.8175 0.0315 0
1851 64.034195 -24.067064 0.3404 0.0345 0
1852 64.021576 -24.066286 2.195799 0.0515 0
1853 64.051651 -24.066347 2.455 0.0765 0
1854 64.039589 -24.066641 2.407 0.064 0
1855 64.025444 -24.066822 0.36355 0.0465 0
1856 64.057411 -24.066326 1.3488 0.0 1
1857 64.033539 -24.066143 3.15315 0.1655 0
1858 64.054726 -24.066774 2.1064 0.03 0
1859 64.037582 -24.066441 0.3991 0.0 1
1860 64.039665 -24.066267 0.2923 0.17 0
1861 64.034836 -24.065357 5.636501 0.0435 0
1862 64.035667 -24.065372 0.295 1.2659 0
1863 64.058411 -24.066133 0.116 0.07 0
1864 64.045013 -24.066439 0.193 0.0135 0
1865 64.046371 -24.066145 3.8685 0.17565 0
1866 64.042686 -24.065128 0.35635 0.06 0
1867 64.049706 -24.066927 2.412 0.07975 0
1868 64.049171 -24.06616 0.28855 0.009 0
1869 64.044037 -24.066072 0.4072 0.0 1
1870 64.047256 -24.063246 0.5283 0.0 1
1871 64.04747 -24.066006 2.1067 0.0 1
1872 64.048553 -24.065701 0.4106 0.0 1
1873 64.041458 -24.06461 0.01 0.02 0
1874 64.029053 -24.066095 1.2035 0.095 0
1875 64.040054 -24.066723 3.22955 0.04 0
1876 64.05117 -24.066044 4.345 0.5157 0
1877 64.059532 -24.06638 0.24 0.1905 0
1878 64.035675 -24.066067 2.39245 0.0635 0
1879 64.050293 -24.066418 0.21 0.015 0
1880 64.024651 -24.065977 4.268999 1.1064 0
1881 64.034241 -24.06601 0.934 0.02995 0
1882 64.020737 -24.06621 1.8415 0.0368 0
1883 64.023781 -24.066156 0.25755 0.049 0
1884 64.05162 -24.065897 2.5423 0.0385 0
1885 64.027626 -24.066071 0.455 0.025 0
1886 64.056625 -24.066124 0.88 2.251 0
1887 64.030014 -24.065842 1.06575 0.015 0
1888 64.033516 -24.066462 0.2625 0.04545 0
1889 64.05574 -24.065788 2.758 0.01745 0
1890 64.0466 -24.065969 0.46 0.0175 0
1891 64.040367 -24.066034 0.6473 0.031 0
1892 64.042557 -24.066088 1.548 0.7388 0
1893 64.03701 -24.065771 5.178 0.1991 0
1894 64.022423 -24.066404 2.4645 0.01705 0
1895 64.025734 -24.065973 0.3175 0.04605 0
1896 64.051582 -24.066544 1.6642 0.145 0
1897 64.055412 -24.065702 0.997 2.1285 0
1898 64.022987 -24.065683 2.636 0.1595 0
1899 64.055046 -24.065678 1.90615 0.0395 0
1900 64.037674 -24.065659 5.1691 0.305 0
1901 64.040268 -24.065897 0.61185 0.01 0
1902 64.048882 -24.066002 4.841 0.4 0
1903 64.05262 -24.065714 0.497 0.0308 0
1904 64.037773 -24.066149 0.24785 0.062 0
1905 64.022614 -24.065992 0.4033 0.055 0
1906 64.043411 -24.065607 3.4971 2.214499 0
1907 64.039825 -24.06584 0.6142 0.055 0
1908 64.037262 -24.065599 2.32 0.4923 0
1909 64.022766 -24.065598 5.426 2.279 0
1910 64.026413 -24.06558 1.04 0.27305 0
1911 64.061577 -24.065565 2.995 0.1495 0
1912 64.045822 -24.065821 4.2 0.0735 0
1913 64.055161 -24.065552 0.8135 0.0095 0
1914 64.040001 -24.066147 0.395 0.0 1
1915 64.049561 -24.065519 3.2225 0.2686 0
1916 64.031883 -24.065506 0.502 0.0215 0
1917 64.039398 -24.064795 0.195 0.05595 0
1918 64.036972 -24.06558 0.01 0.02 0
1919 64.037483 -24.065996 0.1375 0.0465 0
1920 64.051178 -24.065449 1.173 0.015 0
1921 64.040092 -24.065912 0.4007 0.0 1
1922 64.041695 -24.06588 0.01 0.02 0
1923 64.053574 -24.065981 2.095 0.0 1
1924 64.032234 -24.065784 0.345 0.0204 0
1925 64.048286 -24.065485 1.579 0.176 0
1926 64.042595 -24.065872 0.462 0.0337 0
1927 64.037926 -24.065384 3.907 0.05885 0
1928 64.030228 -24.065367 2.63665 0.02 0
1929 64.060776 -24.06562 0.097 0.0225 0
1930 64.048218 -24.065838 3.8095 0.2613 0
1931 64.021942 -24.065294 1.3172 0.949 0
1932 64.048706 -24.064566 0.3977 0.0 1
1933 64.025146 -24.065428 2.268 0.08 0
1934 64.023277 -24.065285 4.423999 0.014 0
1935 64.040199 -24.065668 0.629 0.01035 0
1936 64.041885 -24.065439 0.05 0.77915 0
1937 64.04805 -24.065186 3.5531 0.1155 0
1938 64.03215 -24.065191 0.48 0.2415 0
1939 64.036987 -24.065176 1.93 0.4911 0
1940 64.057083 -24.065149 4.995001 0.214 0
1941 64.048126 -24.065529 3.5665 0.80745 0
1942 64.046875 -24.065369 0.51 0.0325 0
1943 64.036514 -24.065151 0.403 0.61845 0
1944 64.033485 -24.06567 0.445 0.0144 0
1945 64.053078 -24.065125 0.885 0.0915 0
1946 64.054825 -24.065138 2.9885 0.026 0
1947 64.04612 -24.063953 0.4062 0.0 1
1948 64.029694 -24.065123 1.54945 0.026 0
1949 64.042068 -24.065544 0.403 0.2495 0
1950 64.046616 -24.065109 0.596 0.4864 0
1951 64.037819 -24.065096 3.1615 0.1511 0
1952 64.060112 -24.06506 3.07285 1.5115 0
1953 64.023315 -24.06506 0.01 0.02 0
1954 64.060562 -24.065094 1.377 0.005 0
1955 64.028702 -24.065084 1.93485 1.6875 0
1956 64.060333 -24.064962 7.80795 0.0445 0
1957 64.05455 -24.064924 2.592 0.165 0
1958 64.048691 -24.0651 0.3928 0.0 1
1959 64.050179 -24.065071 0.507 0.055 0
1960 64.0326 -24.063501 0.3118 0.0 1
1961 64.039909 -24.065372 3.654999 0.1335 0
1962 64.03717 -24.063656 0.538 0.0 1
1963 64.042854 -24.06222 0.326 0.0345 0
1964 64.035912 -24.06476 0.02 0.02 0
1965 64.026146 -24.064903 0.24275 0.22 0
1966 64.051018 -24.06506 3.9615 0.24035 0
1967 64.036652 -24.06477 1.245 0.1834 0
1968 64.039886 -24.064693 0.34 0.04745 0
1969 64.034103 -24.064707 0.37 0.06085 0
1970 64.038589 -24.064865 0.35 0.0105 0
1971 64.033112 -24.063129 1.119 0.17 0
1972 64.038521 -24.062071 0.4088 0.0 1
1973 64.050613 -24.064623 0.35 0.077 0
1974 64.021584 -24.064962 0.4405 0.1775 0
1975 64.044128 -24.064339 0.44725 0.027 0
1976 64.021309 -24.065041 0.41235 0.0625 0
1977 64.058289 -24.063011 0.83815 0.104 0
1978 64.058411 -24.064922 1.32 0.01 0
1979 64.040276 -24.064888 3.6645 0.2425 0
1980 64.046745 -24.064215 0.30485 0.019 0
1981 64.043465 -24.063511 1.9545 0.0761 0
1982 64.041878 -24.064407 0.01 0.71475 0
1983 64.051895 -24.064739 0.7665 0.01705 0
1984 64.035225 -24.064732 3.21075 0.0165 0
1985 64.040916 -24.064726 4.219 0.0855 0
1986 64.0364 -24.064714 4.88075 0.33 0
1987 64.029686 -24.064289 2.10905 0.055 0
1988 64.030991 -24.064064 0.3255 0.0155 0
1989 64.045677 -24.064798 1.58 0.11855 0
1990 64.062363 -24.064825 0.105 0.4885 0
1991 64.06015 -24.064692 0.542 0.033 0
1992 64.059013 -24.063274 0.84725 0.0125 0
1993 64.057541 -24.064838 4.032 0.2016 0
1994 64.038155 -24.063118 0.409 0.0 1
1995 64.025391 -24.06447 1.5028 0.0 1
1996 64.056885 -24.064615 4.789499 0.11395 0
1997 64.049583 -24.064596 8.10075 0.054951 0
1998 64.026306 -24.064587 1.65 0.06575 0
1999 64.028854 -24.064621 0.445 0.05125 0
2000 64.033234 -24.064623 1.4245 0.0365 0
2001 64.05619 -24.064667 0.5425 0.04 0
2002 64.060226 -24.064579 2.65 0.007 0
2003 64.034798 -24.062819 0.3738 0.0 1
2004 64.042122 -24.064514 1.958 0.2765 0
2005 64.021927 -24.064585 0.01 0.02 0
2006 64.047157 -24.064342 0.4907 0.2395 0
2007 64.054817 -24.064304 0.127 0.0225 0
2008 64.041382 -24.063404 0.7713 0.0 1
2009 64.048264 -24.064234 0.344 0.005 0
2010 64.027496 -24.064354 0.276 0.0165 0
2011 64.057541 -24.064297 0.7 0.02425 0
2012 64.060799 -24.064199 0.55 0.03285 0
2013 64.043709 -24.064411 3.3355 0.215 0
2014 64.021591 -24.064516 1.929 0.0058 0
2015 64.035973 -24.064009 0.31 1.6338 0
2016 64.05867 -24.064531 3.041 1.925 0
2017 64.042564 -24.063305 0.4041 0.0 1
2018 64.058182 -24.064514 5.310001 0.8405 0
2019 64.055977 -24.06448 1.6365 0.165 0
2020 64.030685 -24.06422 0.7351 0.0 1
2021 64.026711 -24.064159 1.51795 0.025 0
2022 64.023697 -24.063831 0.8625 0.0466 0
2023 64.033279 -24.062946 0.489 0.1925 0
2024 64.024887 -24.064331 0.4167 0.066 0
2025 64.023079 -24.062897 1.8975 0.0 1
2026 64.023415 -24.064249 0.8515 0.025 0
2027 64.062653 -24.062778 0.62 0.7536 0
2028 64.055687 -24.064352 3.1145 0.4325 0
2029 64.040359 -24.064337 0.01 0.02 0
2030 64.048088 -24.064013 0.6605 0.0815 0
2031 64.046623 -24.063593 0.2885 0.07025 0
2032 64.05114 -24.064182 0.985 0.1215 0
2033 64.02813 -24.064308 2.65915 0.087 0
2034 64.055664 -24.060253 0.4064 0.0 1
2035 64.052368 -24.064301 3.78 0.15595 0
2036 64.041824 -24.062822 0.3946 0.0 1
2037 64.03006 -24.064173 0.781 0.0469 0
2038 64.021744 -24.063738 4.588999 0.1545 0
2039 64.040329 -24.064157 0.565 0.023 0
2040 64.034325 -24.063719 2.091 0.0 1
2041 64.038528 -24.063803 0.45 0.00485 0
2042 64.039818 -24.063097 2.0897 0.0 1
2043 64.045044 -24.063982 0.475 0.0362 0
2044 64.032097 -24.064054 2.844999 0.025 0
2045 64.030319 -24.063921 0.91 0.0187 0
2046 64.05143 -24.064041 2.4085 1.0677 0
2047 64.031929 -24.064001 2.7927 0.012 0
2048 64.035324 -24.063993 2.2375 0.0244 0
2049 64.027122 -24.062941 2.123899 0.03 0
2050 64.02594 -24.063787 0.55 0.25715 0
2051 64.060341 -24.06369 0.7395 0.069 0
2052 64.04303 -24.063036 1.8942 0.0 1
2053 64.057388 -24.063919 4.141999 0.108 0
2054 64.05307 -24.063896 3.0945 0.0665 0
2055 64.041985 -24.063862 2.605 0.158 0
2056 64.048676 -24.063608 0.44 0.0873 0
2057 64.040596 -24.063545 2.086 0.0 1
2058 64.047806 -24.063839 0.051 0.01 0
2059 64.030045 -24.063831 2.544 0.037 0
2060 64.03569 -24.063833 3.1955 0.0779 0
2061 64.028954 -24.06361 2.61305 0.095 0
2062 64.061653 -24.063238 0.596 0.0355 0
2063 64.028183 -24.062548 0.31165 0.0305 0
2064 64.054321 -24.063475 0.3305 0.019 0
2065 64.053589 -24.063761 1.7033 0.074 0
2066 64.053291 -24.063545 0.6205 0.102 0
2067 64.061493 -24.063757 5.07 0.1972 0
2068 64.051697 -24.06065 0.487 0.035 0
2069 64.056671 -24.063293 0.2475 0.0232 0
2070 64.052544 -24.063747 0.558 0.24575 0
2071 64.024261 -24.063313 0.697 0.08285 0
2072 64.052086 -24.063725 3.1145 0.0745 0
2073 64.027931 -24.063597 0.6948 0.02 0
2074 64.034271 -24.062988 2.1465 0.12085 0
2075 64.060738 -24.063591 2.935 0.035 0
2076 64.042274 -24.063602 3.5752 1.165 0
2077 64.054718 -24.063675 3.1495 0.125 0
2078 64.04245 -24.063194 4.2605 0.09 0
2079 64.028305 -24.063679 3.5865 1.5925 0
2080 64.045135 -24.063675 4.8095 0.1252 0
2081 64.03994 -24.063238 0.201 0.04005 0
2082 64.038971 -24.063274 0.229 0.1626 0
2083 64.023285 -24.063623 2.33 0.07235 0
2084 64.038879 -24.06361 0.5445 0.26955 0
2085 64.040367 -24.062901 0.865 0.0673 0
2086 64.044106 -24.063604 4.177 0.1021 0
2087 64.026878 -24.06354 0.2118 0.006 0
2088 64.047729 -24.063419 2.9847 1.569 0
2089 64.049088 -24.063375 0.55855 0.272 0
2090 64.036423 -24.063091 0.6475 0.06325 0
2091 64.029556 -24.063499 3.485651 0.1045 0
2092 64.052704 -24.063416 1.91655 1.5015 0
2093 64.031319 -24.063431 0.575 0.8876 0
2094 64.045517 -24.063437 4.372151 0.081 0
2095 64.062027 -24.063124 0.7769 0.035 0
2096 64.036415 -24.063389 0.275 1.88595 0
2097 64.049782 -24.063364 1.074 0.0187 0
2098 64.043762 -24.062624 1.375 0.0215 0
2099 64.045166 -24.062368 3.60145 0.115 0
2100 64.024086 -24.063322 0.671 1.79035 0
2101 64.040871 -24.062952 2.341499 0.04325 0
2102 64.050758 -24.062723 2.20645 1.665 0
2103 64.041077 -24.063093 2.333 0.0107 0
2104 64.035316 -24.062603 0.251 0.0477 0
2105 64.041618 -24.062077 1.9027 0.0295 0
2106 64.027794 -24.063118 0.7 0.0332 0
2107 64.031952 -24.063238 3.571499 0.0395 0
2108 64.058609 -24.06156 0.395 0.0325 0
2109 64.062233 -24.06321 4.806 0.1264 0
2110 64.051254 -24.063194 3.169999 0.0406 0
2111 64.029961 -24.06307 2.337 1.614 0
2112 64.040886 -24.060349 0.3971 0.0 1
2113 64.045273 -24.062767 3.508999 0.044 0
2114 64.035858 -24.063095 3.791 0.2176 0
2115 64.026985 -24.063128 2.58265 0.045 0
2116 64.025589 -24.063074 0.6905 0.0395 0
2117 64.037376 -24.063059 1.5359 0.05 0
2118 64.027794 -24.061007 0.3879 0.0 1
2119 64.041161 -24.061848 1.8955 0.0 1
2120 64.031799 -24.060959 1.8971 0.0 1
2121 64.028618 -24.062334 3.0871 0.0 1
2122 64.042801 -24.062799 1.90325 0.12 0
2123 64.056717 -24.062952 1.6 0.0289 0
2124 64.051132 -24.060755 1.624 0.0 1
2125 64.024055 -24.062696 0.2368 0.0475 0
2126 64.03566 -24.062729 1.3415 0.078 0
2127 64.045235 -24.06189 0.7755 1.00215 0
2128 64.05645 -24.062973 1.335 0.0345 0
2129 64.045822 -24.058969 0.3407 0.0505 0
2130 64.053543 -24.061747 0.31 0.01885 0
2131 64.029228 -24.062855 1.53905 0.09 0
2132 64.031403 -24.062859 3.2825 0.05135 0
2133 64.04908 -24.062864 3.28355 0.0585 0
2134 64.021973 -24.062849 1.152 0.04 0
2135 64.027298 -24.062805 2.34195 0.0285 0
2136 64.029755 -24.062706 0.94 0.064 0
2137 64.061264 -24.062653 0.63 0.0325 0
2138 64.060623 -24.062607 2.469 0.153 0
2139 64.059578 -24.062492 0.565 0.61555 0
2140 64.059494 -24.062218 0.7515 0.0255 0
2141 64.031563 -24.062654 2.275 0.0465 0
2142 64.037682 -24.062452 0.041 0.0045 0
2143 64.039589 -24.061832 0.1555 0.0395 0
2144 64.063118 -24.062607 3.03645 0.29 0
2145 64.050591 -24.061937 0.6605 0.022 0
2146 64.055405 -24.062538 0.51 0.0625 0
2147 64.054214 -24.062561 2.333 0.01985 0
2148 64.058235 -24.062338 0.01 0.02 0
2149 64.037178 -24.062437 2.33245 0.02 0
2150 64.058273 -24.062048 1.5195 1.295 0
2151 64.028824 -24.062607 4.492851 0.009 0
2152 64.049896 -24.062592 3.777 1.6975 0
2153 64.024841 -24.062588 2.34015 0.0335 0
2154 64.030228 -24.062576 4.66105 0.031 0
2155 64.054413 -24.062574 0.7655 0.0502 0
2156 64.022278 -24.062555 3.275 0.0204 0
2157 64.044121 -24.062555 5.357502 0.08735 0
2158 64.053947 -24.060789 0.1025 0.047 0
2159 64.050873 -24.060249 0.42195 0.0065 0
2160 64.050415 -24.061316 0.3805 0.0383 0
2161 64.029083 -24.062464 1.28 0.0885 0
2162 64.060982 -24.062353 2.537 0.158 0
2163 64.033363 -24.061417 2.2781 0.0 1
2164 64.061867 -24.062414 3.9815 0.2148 0
2165 64.05587 -24.062243 0.5545 0.14535 0
2166 64.035355 -24.062202 0.935 0.0475 0
2167 64.051941 -24.062309 3.812 0.2582 0
2168 64.026787 -24.062103 1.91785 0.094 0
2169 64.04818 -24.062401 5.965501 0.0265 0
2170 64.033875 -24.062361 1.3235 0.05 0
2171 64.045135 -24.061256 2.3165 0.02 0
2172 64.044846 -24.062258 3.53 0.748 0
2173 64.032265 -24.056849 0.3972 0.0 1
2174 64.023201 -24.062227 0.01 0.02 0
2175 64.045181 -24.062136 0.4073 0.0 1
2176 64.054588 -24.062252 3.4448 1.675 0
2177 64.037033 -24.062256 1.8225 0.07 0
2178 64.047554 -24.062248 0.375 0.0545 0
2179 64.047852 -24.062069 6.245 0.0293 0
2180 64.036255 -24.062229 2.269 0.04 0
2181 64.02227 -24.062107 1.1045 0.01535 0
2182 64.050293 -24.062033 0.271 0.0184 0
2183 64.030968 -24.062157 2.24585 0.015 0
2184 64.025032 -24.061224 2.895 0.0627 0
2185 64.059769 -24.062016 1.3635 0.025 0
2186 64.045448 -24.061415 2.264 0.0173 0
2187 64.04081 -24.061625 1.86895 0.0105 0
2188 64.054268 -24.062099 1.602 0.04495 0
2189 64.05629 -24.060904 0.07 0.0475 0
2190 64.054733 -24.062084 5.396502 2.195 0
2191 64.024773 -24.061628 2.43 0.2931 0
2192 64.041176 -24.060644 0.522 0.21645 0
2193 64.040138 -24.062069 4.007 1.7579 0
2194 64.034126 -24.062057 1.8433 0.099 0
2195 64.048676 -24.062017 3.469 0.0465 0
2196 64.054527 -24.061998 5.91 0.061 0
2197 64.035774 -24.061945 2.64255 0.088 0
2198 64.028755 -24.061594 3.01395 0.06 0
2199 64.023232 -24.061729 2.333 0.08205 0
2200 64.022743 -24.061926 0.05 0.026 0
2201 64.054375 -24.06197 3.925 0.0938 0
2202 64.026306 -24.061941 1.766 0.0903 0
2203 64.059105 -24.061729 0.679 0.12 0
2204 64.039978 -24.06181 6.30305 0.025001 0
2205 64.049118 -24.06184 0.537 0.008 0
2206 64.034065 -24.06114 0.11 0.0055 0
2207 64.047287 -24.061035 0.2 0.00575 0
2208 64.049355 -24.0616 0.74 0.0242 0
2209 64.032753 -24.061806 2.32 0.0575 0
2210 64.056999 -24.061577 0.7177 0.0315 0
2211 64.044884 -24.061058 2.3361 0.0035 0
2212 64.036263 -24.061489 0.3905 0.17 0
2213 64.03154 -24.061779 0.825 0.0998 0
2214 64.043968 -24.061636 0.80275 0.0285 0
2215 64.029015 -24.061674 2.804299 0.058 0
2216 64.022552 -24.061716 0.05 0.0475 0
2217 64.022812 -24.061647 2.85 0.73485 0
2218 64.027145 -24.061434 1.8975 0.0 1
2219 64.039986 -24.060703 0.2394 0.035 0
2220 64.035919 -24.061577 3.9178 0.055 0
2221 64.051476 -24.061541 1.726 0.016 0
2222 64.030785 -24.061487 0.8155 0.0495 0
2223 64.024765 -24.061291 2.364999 0.0616 0
2224 64.059296 -24.06144 3.04115 1.3495 0
2225 64.053421 -24.061474 0.51 0.0333 0
2226 64.025146 -24.06146 1.167 1.015 0
2227 64.055199 -24.061441 0.01 0.02 0
2228 64.031693 -24.061388 1.9133 0.025 0
2229 64.03627 -24.057123 0.4013 0.0 1
2230 64.026131 -24.061363 2.605 0.073 0
2231 64.049194 -24.061237 0.695 0.01525 0
2232 64.025536 -24.059916 0.43 0.0628 0
2233 64.024025 -24.061298 4.00935 0.0385 0
2234 64.046173 -24.061113 0.33 1.63355 0
2235 64.04184 -24.061253 1.7018 0.06 0
2236 64.037483 -24.061234 5.970501 0.0299 0
2237 64.046417 -24.061153 3.668999 0.8688 0
2238 64.053185 -24.061161 1.548 0.02875 0
2239 64.051231 -24.061068 1.6055 0.06 0
2240 64.04715 -24.061132 5.752999 0.0696 0
2241 64.029922 -24.06106 0.3605 0.03585 0
2242 64.025337 -24.060896 1.675 0.088 0
2243 64.044708 -24.060989 2.264 0.02255 0
2244 64.030434 -24.060333 3.4035 1.6645 0
