# MACSJ0416 photometric redshifts
# M0416cl_A.cat IDs cross matched wth M0416cl_ZPHOT.cat
# ID RA[deg] DEC[deg] ZBEST ZBEST_SIG ZPHOTFLAG
565 64.01342 -24.083815 1.498 0.0363 0
566 64.032745 -24.083807 0.40645 0.52 0
567 64.018303 -24.083792 5.0 0.1605 0
568 64.02581 -24.08371 3.544 0.0099 0
569 64.026108 -24.084248 2.395 0.1135 0
570 64.015068 -24.084105 4.208249 0.13 0
571 64.013351 -24.084112 1.68 0.2582 0
572 64.042412 -24.083652 3.3505 1.11345 0
573 64.05397 -24.083641 7.034401 0.0356 0
574 64.022011 -24.083632 3.34945 0.059 0
575 64.02314 -24.083632 2.45655 1.8605 0
576 64.048843 -24.083817 2.1545 0.0765 0
577 64.025719 -24.084333 0.545 0.0555 0
578 64.038406 -24.083872 2.2265 0.065 0
579 64.035667 -24.083586 3.342199 0.0555 0
580 64.039597 -24.083841 0.664 0.0905 0
581 64.04705 -24.083546 1.475 0.09 0
582 64.049889 -24.080971 0.3169 0.0 1
583 64.026016 -24.083529 3.55495 0.28 0
584 64.038132 -24.083664 2.58165 0.1345 0
585 64.02066 -24.084152 0.482 0.0955 0
586 64.036697 -24.083885 2.3735 0.07505 0
587 64.020775 -24.084547 0.455 0.0218 0
588 64.047539 -24.083448 3.55 0.2375 0
589 64.045486 -24.083443 4.648999 0.0085 0
590 64.051598 -24.083775 1.89 1.4415 0
591 64.044945 -24.084709 1.5575 0.0 1
592 64.038643 -24.083403 4.4292 0.066 0
593 64.049088 -24.083378 3.334099 0.065 0
594 64.038422 -24.083431 3.03225 0.0735 0
595 64.021957 -24.08334 2.3347 0.8495 0
596 64.026291 -24.083324 4.0957 1.794 0
597 64.045242 -24.083338 2.774899 0.022 0
598 64.045059 -24.083563 2.432 0.05 0
599 64.032433 -24.08375 1.8653 0.057 0
600 64.045151 -24.083805 2.23715 0.02 0
601 64.025688 -24.083225 3.5948 2.253 0
602 64.032478 -24.083511 0.179 0.036 0
603 64.019424 -24.083738 0.6555 0.087 0
604 64.03363 -24.083181 3.524 0.02175 0
605 64.031296 -24.084612 3.504 0.08385 0
606 64.047516 -24.083941 1.7255 0.0 1
607 64.046196 -24.083168 1.4855 0.065 0
608 64.041862 -24.083166 2.352 1.7545 0
609 64.049698 -24.083164 1.77 0.1435 0
610 64.026802 -24.083271 0.46 0.01 0
611 64.046516 -24.083326 3.30995 0.05 0
612 64.053864 -24.083681 6.43225 1.082999 0
613 64.03894 -24.083113 0.72355 0.07 0
614 64.051781 -24.083374 2.2425 0.025 0
615 64.050171 -24.083309 1.0435 0.0365 0
616 64.047859 -24.083832 0.345 0.0262 0
617 64.026497 -24.080889 0.7345 0.0 1
618 64.041084 -24.08382 1.3792 0.0 1
619 64.037613 -24.083677 1.37 0.19035 0
620 64.046913 -24.083027 1.4251 0.0 1
621 64.040543 -24.082991 0.9121 0.0375 0
622 64.045784 -24.083477 1.25885 0.02 0
623 64.036201 -24.082943 1.755 0.108 0
624 64.051598 -24.082928 3.1155 0.249 0
625 64.051926 -24.082893 4.310001 0.451 0
626 64.048332 -24.082876 0.781 1.7521 0
627 64.031471 -24.083788 0.3845 0.0365 0
628 64.015968 -24.082867 1.97715 0.014 0
629 64.028969 -24.08289 0.6605 0.077 0
630 64.054031 -24.083378 7.0888 0.0805 0
631 64.032776 -24.083176 0.25 0.054 0
632 64.023857 -24.083055 0.9685 0.03 0
633 64.053795 -24.082325 0.4845 0.1575 0
634 64.049583 -24.082827 0.7415 0.05135 0
635 64.044907 -24.082911 0.9061 0.029 0
636 64.046112 -24.082779 1.56125 0.0855 0
637 64.047829 -24.082787 6.40505 0.1992 0
638 64.043404 -24.082893 0.6108 0.0505 0
639 64.052757 -24.083878 1.79285 0.7005 0
640 64.029648 -24.081383 0.46465 0.0295 0
641 64.033813 -24.082888 3.40425 0.049 0
642 64.035561 -24.082699 0.9085 0.17 0
643 64.028374 -24.082983 4.38035 0.265 0
644 64.013817 -24.08268 1.548 0.17135 0
645 64.015953 -24.082647 3.9765 0.11635 0
646 64.030548 -24.083548 3.87 0.1065 0
647 64.037369 -24.082602 2.5333 1.864 0
648 64.017761 -24.083582 0.52 0.06 0
649 64.035904 -24.082567 4.163049 0.0435 0
650 64.015495 -24.083073 1.3565 0.0135 0
651 64.020142 -24.082699 0.13 0.022 0
652 64.026443 -24.082605 0.674 0.1445 0
653 64.020462 -24.082539 0.549 0.035 0
654 64.040894 -24.082956 2.33215 0.0165 0
655 64.030304 -24.083199 0.44715 0.0355 0
656 64.039711 -24.082514 3.6465 0.181 0
657 64.049805 -24.082506 0.74715 1.41 0
658 64.037407 -24.083237 1.3665 0.125 0
659 64.039635 -24.083118 1.35425 0.085 0
660 64.052246 -24.082874 2.174999 0.0272 0
661 64.038681 -24.082479 2.525 0.132 0
662 64.048782 -24.083054 0.5792 0.041 0
663 64.045189 -24.082561 3.9765 0.0671 0
664 64.04612 -24.082409 0.083 0.08 0
665 64.050285 -24.082951 0.4271 0.25 0
666 64.038963 -24.082394 0.5345 1.66405 0
667 64.03717 -24.08238 3.038499 0.07 0
668 64.03772 -24.082384 3.4071 0.035 0
669 64.017738 -24.082373 3.225 0.0691 0
670 64.044106 -24.082882 0.3919 0.0 1
671 64.01371 -24.082525 0.01 0.02 0
672 64.033058 -24.082354 1.1615 1.1845 0
673 64.037941 -24.083113 0.7083 0.0 1
674 64.053123 -24.082579 5.4661 0.1375 0
675 64.015617 -24.082354 1.805 0.14695 0
676 64.021278 -24.082331 3.765 0.1141 0
677 64.048637 -24.082727 1.88785 0.057 0
678 64.042076 -24.082293 5.365 0.03 0
679 64.028969 -24.082258 2.265 0.05 0
680 64.029686 -24.083412 0.4017 0.0 1
681 64.023468 -24.08226 1.0942 0.056 0
682 64.047623 -24.082443 1.176 0.0 1
683 64.025085 -24.082199 0.1025 0.008 0
684 64.033104 -24.082178 3.2415 0.03765 0
685 64.019943 -24.083172 0.35195 0.0505 0
686 64.048668 -24.082184 3.21 0.0755 0
687 64.028381 -24.082165 4.19865 0.033 0
688 64.038094 -24.082335 2.78 0.0714 0
689 64.021957 -24.082039 1.944 0.05 0
690 64.035675 -24.082056 2.56 0.76555 0
691 64.017952 -24.082029 3.114999 0.09835 0
692 64.051918 -24.082067 3.4865 0.02955 0
693 64.018761 -24.082733 0.4355 0.01445 0
694 64.016388 -24.082026 0.1025 0.0345 0
695 64.052269 -24.081982 2.401 0.07 0
696 64.029266 -24.081831 0.4745 0.025 0
697 64.01458 -24.081978 0.59 0.0144 0
698 64.045074 -24.082191 1.6321 0.0 1
699 64.019081 -24.081942 4.3 0.02415 0
700 64.028679 -24.081938 4.02 0.2565 0
701 64.020035 -24.081911 3.99 0.0585 0
702 64.032936 -24.082012 0.563 0.045 0
703 64.031258 -24.081892 3.409 0.034 0
704 64.042191 -24.08147 0.7331 0.0 1
705 64.030487 -24.082672 2.46215 0.1845 0
706 64.033226 -24.081821 2.77 0.047 0
707 64.031189 -24.082178 0.489 0.012 0
708 64.04705 -24.082373 1.6075 0.0 1
709 64.015869 -24.081852 1.656 0.033 0
710 64.031097 -24.081827 0.24 0.156 0
711 64.049545 -24.081766 4.721949 0.06 0
712 64.040382 -24.08176 3.3051 0.085 0
713 64.05159 -24.082628 0.78 0.3594 0
714 64.020058 -24.081713 4.326 0.161 0
715 64.044533 -24.082575 3.22315 0.0875 0
716 64.014702 -24.081678 0.3068 0.029 0
717 64.028564 -24.081873 1.9912 1.7335 0
718 64.048477 -24.081684 2.9185 0.35 0
719 64.019936 -24.081779 4.2387 0.034 0
720 64.030045 -24.082003 0.05 0.042 0
721 64.050499 -24.082195 1.1148 0.0 1
722 64.033875 -24.081669 1.929 0.0605 0
723 64.021194 -24.081646 4.178 0.0785 0
724 64.038116 -24.081614 3.5178 0.024 0
725 64.035492 -24.081598 1.6886 0.0795 0
726 64.047981 -24.081671 8.32345 0.071001 0
727 64.031395 -24.081635 3.318 0.01905 0
728 64.029739 -24.081743 0.105 0.1905 0
729 64.047638 -24.081446 0.919 0.01705 0
730 64.052437 -24.081427 3.515 0.044 0
731 64.033043 -24.081764 2.6 0.0309 0
732 64.054253 -24.081783 2.184999 0.0315 0
733 64.014091 -24.081362 4.1465 0.0385 0
734 64.031647 -24.08136 3.8887 0.33 0
735 64.05439 -24.081661 6.333 0.0825 0
736 64.045105 -24.081381 1.905 0.05065 0
737 64.014427 -24.081371 0.04 0.015 0
738 64.040977 -24.081312 3.307 0.074 0
739 64.030838 -24.08251 0.382 0.02 0
740 64.045685 -24.081741 1.3801 0.0 1
741 64.050613 -24.081888 0.8954 0.0 1
742 64.019363 -24.081306 3.16 0.0487 0
743 64.048058 -24.081427 8.935495 0.13495 0
744 64.01545 -24.081682 0.65785 0.049 0
745 64.017685 -24.081327 2.044 0.1115 0
746 64.028152 -24.081366 0.674 1.58835 0
747 64.040497 -24.0812 3.3548 0.041 0
748 64.050415 -24.081163 1.3395 0.0 1
749 64.051056 -24.081827 1.19 0.5895 0
750 64.027611 -24.092268 7.050101 2.34875 0
751 64.027618 -24.091867 0.29 0.015 0
752 64.032333 -24.09053 0.17 2.3893 0
753 64.032661 -24.090479 0.3765 0.0 1
754 64.04689 -24.081213 1.45845 0.08 0
755 64.032707 -24.081585 2.73265 0.062 0
756 64.030334 -24.093168 6.96 1.1888 0
757 64.030365 -24.092299 0.65 2.016 0
758 64.027657 -24.081146 0.7345 0.03615 0
759 64.028992 -24.092697 6.56955 0.45045 0
760 64.034561 -24.092693 1.3514 1.0814 0
761 64.040321 -24.081249 3.47235 0.035 0
762 64.038139 -24.091867 0.255 0.025 0
763 64.046585 -24.088528 0.15 1.8077 0
764 64.047043 -24.088627 0.4462 0.065 0
765 64.032043 -24.092468 0.275 0.0721 0
766 64.024193 -24.085238 0.63 2.1258 0
767 64.023956 -24.085062 0.28 1.0472 0
768 64.031487 -24.090143 0.68 0.13155 0
769 64.02755 -24.091042 2.61365 0.86635 0
770 64.027039 -24.090322 9.475047 0.149951 0
771 64.054474 -24.081049 2.24575 0.014 0
772 64.025024 -24.085957 0.5071 0.0 1
773 64.023842 -24.084301 0.0775 0.06 0
774 64.032822 -24.081055 3.9915 0.2818 0
775 64.031158 -24.089504 0.17 1.0415 0
776 64.031143 -24.089092 0.26 0.2311 0
777 64.046356 -24.087452 0.4069 0.0 1
778 64.022217 -24.085264 0.3985 0.0 1
779 64.023071 -24.084829 0.1887 0.0 1
780 64.030746 -24.089888 0.17 1.81275 0
781 64.04332 -24.089287 0.3969 0.0 1
782 64.024475 -24.084808 0.145 1.76335 0
783 64.051048 -24.08136 1.7595 0.0151 0
784 64.033127 -24.094286 6.5729 0.43215 0
785 64.044472 -24.08942 0.7646 0.225 0
786 64.028763 -24.090893 6.958101 0.04695 0
787 64.040337 -24.08153 3.36 0.03975 0
788 64.025848 -24.088606 9.560102 0.10675 0
789 64.02269 -24.085579 0.618 0.06 0
790 64.027924 -24.080957 1.69625 0.02 0
791 64.03035 -24.081871 0.05 0.2295 0
792 64.050896 -24.081402 0.05 0.301 0
793 64.035103 -24.094728 0.26 0.9161 0
794 64.023666 -24.082623 0.71 1.98615 0
795 64.02211 -24.082615 0.4035 0.0 1
796 64.025063 -24.083323 1.3413 1.071301 0
797 64.022346 -24.081442 1.6751 0.0 1
798 64.023033 -24.081873 0.3952 1.56 0
799 64.024292 -24.08176 2.60395 2.804999 0
800 64.033707 -24.093468 9.445046 0.154951 0
801 64.024521 -24.081043 0.23035 0.08965 0
802 64.024292 -24.082674 2.985 1.396699 0
803 64.023315 -24.081532 2.2221 0.0 1
804 64.027763 -24.080917 1.9668 0.12 0
805 64.048531 -24.08124 1.0762 0.045 0
806 64.014206 -24.081026 1.6769 0.0 1
807 64.014641 -24.080832 2.1265 0.10105 0
808 64.036728 -24.08161 0.549 0.025 0
809 64.0308 -24.081751 1.39 0.96 0
810 64.032402 -24.080805 3.717 0.355 0
811 64.041832 -24.081068 1.98275 1.761 0
812 64.025421 -24.080982 0.248 0.075 0
813 64.021049 -24.081045 3.197999 0.06 0
814 64.050911 -24.080744 0.7905 0.03 0
815 64.036995 -24.081238 3.55615 0.0265 0
816 64.018105 -24.081141 0.7805 0.0195 0
817 64.034653 -24.080688 2.669999 0.081 0
818 64.051819 -24.080856 0.7805 0.0105 0
819 64.044189 -24.080988 1.108 0.0 1
820 64.030151 -24.0814 0.01 0.02 0
821 64.038048 -24.080606 3.907 0.16 0
822 64.025673 -24.081261 0.8021 1.769 0
823 64.030869 -24.080629 0.78155 0.0795 0
824 64.038574 -24.080564 4.222999 1.7355 0
825 64.029221 -24.080559 0.01 0.02 0
826 64.036942 -24.08099 0.05 0.0 0
827 64.049149 -24.080631 1.8465 0.0259 0
828 64.031235 -24.080578 3.8185 0.245 0
829 64.029251 -24.080956 0.598 0.002 0
830 64.028938 -24.080515 2.325 0.29295 0
831 64.032501 -24.080503 0.7805 0.0185 0
832 64.037254 -24.08173 0.02 0.02 0
833 64.047203 -24.080706 2.1526 1.5395 0
834 64.019547 -24.080475 0.919 0.0105 0
835 64.046463 -24.081568 0.7338 0.0 1
836 64.049278 -24.0809 0.69 0.01885 0
837 64.038246 -24.080448 2.29265 0.065 0
838 64.033142 -24.080406 0.01 0.02 0
839 64.037636 -24.080471 2.42435 0.1085 0
840 64.023788 -24.081442 0.28 1.0835 0
841 64.029427 -24.080587 0.05 0.2827 0
842 64.035828 -24.081318 1.6315 0.0 1
843 64.029617 -24.080364 3.07 0.0704 0
844 64.037201 -24.080511 4.621 0.4199 0
845 64.02124 -24.080481 0.40225 0.0085 0
846 64.017036 -24.080332 0.614 0.275 0
847 64.055252 -24.080278 8.138 0.048501 0
848 64.035545 -24.081051 0.2825 0.0368 0
849 64.034798 -24.08028 0.01 0.02 0
850 64.023552 -24.080444 0.345 0.0225 0
851 64.036308 -24.080235 0.173 0.165 0
852 64.052078 -24.08041 2.333 0.11 0
853 64.051582 -24.080385 0.67805 0.0655 0
854 64.040428 -24.080219 3.113199 0.095 0
855 64.039215 -24.080494 0.0505 0.025 0
856 64.040123 -24.080303 3.993899 0.035 0
857 64.052048 -24.080637 2.389199 0.0845 0
858 64.040634 -24.080162 3.087199 0.0365 0
859 64.044273 -24.080347 0.56 0.028 0
860 64.052017 -24.080173 0.58 0.27115 0
861 64.016411 -24.080305 1.1095 0.0376 0
862 64.055519 -24.080109 6.68955 0.073 0
863 64.019272 -24.080681 0.6855 1.52695 0
864 64.050354 -24.08033 1.0548 0.0105 0
865 64.053017 -24.080099 2.62 0.81095 0
866 64.04081 -24.080076 3.49295 0.03 0
867 64.016571 -24.080055 2.89 0.01565 0
868 64.0438 -24.078619 0.4028 0.0 1
869 64.036598 -24.081135 1.0 1.18725 0
870 64.031242 -24.080826 0.43 0.0745 0
871 64.043694 -24.080351 2.64475 0.6325 0
872 64.043571 -24.08003 2.36455 0.08 0
873 64.048264 -24.080254 0.512 0.04065 0
874 64.028763 -24.08062 0.694 0.0655 0
875 64.051765 -24.08 0.01 0.02 0
876 64.016251 -24.080002 1.2605 0.07 0
877 64.03315 -24.079981 9.987494 0.053499 0
878 64.03965 -24.079985 2.9197 0.0255 0
879 64.037056 -24.079863 0.29905 0.0255 0
880 64.051041 -24.079969 0.52625 0.0245 0
881 64.05423 -24.079947 3.659199 2.385 0
882 64.053886 -24.079948 1.2871 0.0295 0
883 64.022743 -24.080885 1.1 0.01 0
884 64.035828 -24.079927 0.6505 0.104 0
885 64.047447 -24.079924 1.548 0.05 0
886 64.030006 -24.079924 4.69075 2.2925 0
887 64.029861 -24.080004 0.05 0.75585 0
888 64.020699 -24.079912 4.8873 0.255 0
889 64.027809 -24.080202 0.68715 0.0395 0
890 64.042686 -24.079899 0.7255 0.035 0
891 64.040169 -24.079876 3.885 0.0381 0
892 64.048943 -24.080229 1.8565 0.09845 0
893 64.029396 -24.079878 3.4564 0.069 0
894 64.028625 -24.080364 0.6605 0.057 0
895 64.024078 -24.080908 1.9638 0.0 1
896 64.036873 -24.080664 0.4043 0.0 1
897 64.020554 -24.077017 0.4036 0.0 1
898 64.051735 -24.079742 1.705 0.341 0
899 64.050156 -24.080462 0.304 0.0225 0
900 64.032791 -24.079735 2.285 0.095 0
901 64.031189 -24.079954 1.4234 1.0075 0
902 64.030724 -24.080046 3.3505 0.3315 0
903 64.015579 -24.079802 2.415601 0.025 0
904 64.054535 -24.079674 2.694999 0.213 0
905 64.024979 -24.080675 0.31 0.85135 0
906 64.05011 -24.07967 1.49 1.43505 0
907 64.035683 -24.079912 2.15525 0.0475 0
908 64.0382 -24.078976 0.4692 0.1245 0
909 64.018532 -24.079538 1.0921 0.0 1
910 64.049759 -24.079714 0.645 0.077 0
911 64.023155 -24.080181 0.9 0.0195 0
912 64.025772 -24.079815 3.81005 0.14 0
913 64.035194 -24.079618 2.57 0.78105 0
914 64.05542 -24.079603 2.25935 0.065 0
915 64.0326 -24.079584 5.307501 1.9304 0
916 64.019676 -24.079567 2.26045 0.035 0
917 64.041725 -24.079523 2.038999 1.7375 0
918 64.017868 -24.079523 0.97 0.0735 0
919 64.023155 -24.07951 1.9915 1.395 0
920 64.034546 -24.07947 2.51 0.0175 0
921 64.04747 -24.080404 1.73315 0.0175 0
922 64.028458 -24.079748 2.2968 0.0 1
923 64.016144 -24.079435 0.7955 0.0345 0
924 64.046021 -24.079437 1.561 0.225 0
925 64.024452 -24.080423 0.17 1.7067 0
926 64.037849 -24.079559 0.9045 0.2992 0
927 64.0196 -24.079813 0.713 0.0835 0
928 64.036499 -24.079655 3.9315 0.277 0
929 64.017647 -24.079702 1.29525 0.0245 0
930 64.033081 -24.079575 0.05 0.285 0
931 64.035904 -24.08017 0.01 0.02 0
932 64.034164 -24.079498 1.3488 2.82 0
933 64.033836 -24.080561 0.49 0.039 0
934 64.048279 -24.080458 1.9621 0.0 1
935 64.027992 -24.080503 0.48255 0.07 0
936 64.015839 -24.079597 1.3828 0.0 1
937 64.046577 -24.079332 3.24 0.0845 0
938 64.016701 -24.079525 1.741 0.02375 0
939 64.041206 -24.079311 3.66375 0.12 0
940 64.017036 -24.079292 1.4727 0.0365 0
941 64.036743 -24.080273 0.4335 1.58605 0
942 64.029373 -24.07901 0.4007 0.0 1
943 64.044899 -24.079863 2.087 0.0 1
944 64.041428 -24.079969 0.5349 0.05 0
945 64.01815 -24.079409 1.10015 0.0145 0
946 64.032326 -24.079258 2.48575 1.96 0
947 64.044258 -24.079603 0.46535 0.015 0
948 64.025337 -24.079689 0.092 0.0385 0
949 64.030701 -24.079517 1.4739 0.66 0
950 64.025337 -24.079412 0.165 0.046 0
951 64.036583 -24.079241 0.4125 0.0695 0
952 64.049156 -24.080095 0.471 0.02 0
953 64.023567 -24.079214 0.77 0.073 0
954 64.023567 -24.079756 2.24465 0.015 0
955 64.045509 -24.079695 0.4025 0.075 0
956 64.048561 -24.079351 4.109999 0.0935 0
957 64.034851 -24.079609 0.01 0.02 0
958 64.031197 -24.079241 0.417 0.0445 0
959 64.054367 -24.079121 0.6605 0.072 0
960 64.040039 -24.079107 4.8012 0.15 0
961 64.032379 -24.079103 4.167 0.0435 0
962 64.033134 -24.079245 2.32295 1.805 0
963 64.032158 -24.079094 6.61275 2.28 0
964 64.042015 -24.079996 0.32885 0.026 0
965 64.016006 -24.079102 4.3332 0.051001 0
966 64.017288 -24.079176 2.02 0.0795 0
967 64.030487 -24.079231 0.23 0.01665 0
968 64.038414 -24.080009 0.542 0.025 0
969 64.031395 -24.078873 3.98355 0.11 0
970 64.028297 -24.079838 0.489 0.2175 0
971 64.023125 -24.07906 3.8325 0.1565 0
972 64.039322 -24.076826 0.3992 0.0 1
973 64.032372 -24.076296 3.74 1.2713 0
974 64.033981 -24.079996 0.357 0.076 0
975 64.021606 -24.079107 4.993 0.3746 0
976 64.03096 -24.07939 0.504 0.017 0
977 64.031021 -24.079668 0.05 0.262 0
978 64.026878 -24.079592 0.0505 0.242 0
979 64.036118 -24.07901 0.065 0.043 0
980 64.048698 -24.079323 4.109999 0.0751 0
981 64.015503 -24.079016 2.743 0.103 0
982 64.030533 -24.079695 0.586 0.0805 0
983 64.01503 -24.078991 1.67 0.0525 0
984 64.018135 -24.0791 0.19 0.036 0
985 64.024742 -24.078945 2.1065 1.7065 0
986 64.017326 -24.079676 1.6275 0.0303 0
987 64.022438 -24.078934 4.995001 0.057 0
988 64.056053 -24.078911 7.4683 0.047 0
989 64.029518 -24.079546 0.26 0.03435 0
990 64.040787 -24.078875 0.5869 0.008 0
991 64.054695 -24.079292 0.7074 0.015 0
992 64.043762 -24.079081 0.389 0.045 0
993 64.039688 -24.078869 3.28 0.1152 0
994 64.017387 -24.079252 1.7831 0.0135 0
995 64.035698 -24.078766 1.155 2.22485 0
996 64.027206 -24.07876 2.171999 0.00745 0
997 64.037506 -24.079622 0.495 0.03325 0
998 64.031746 -24.078941 4.0012 0.63 0
999 64.030411 -24.079359 0.072 0.014 0
1000 64.026718 -24.07951 0.58535 0.025 0
1001 64.02198 -24.077856 0.4073 0.0 1
1002 64.051979 -24.078753 1.1765 0.0085 0
1003 64.042145 -24.078711 2.121349 0.05 0
1004 64.053581 -24.078707 0.7805 0.0355 0
1005 64.025993 -24.078897 0.3775 0.11 0
1006 64.031181 -24.079575 0.01 0.02 0
1007 64.028854 -24.079556 0.495 0.2055 0
1008 64.048615 -24.078642 2.9466 0.113 0
1009 64.048187 -24.079596 1.6232 0.0 1
1010 64.03318 -24.07896 3.74 3.945652 0
1011 64.038315 -24.076872 0.5675 0.0705 0
1012 64.032501 -24.078493 0.4001 0.0 1
1013 64.027504 -24.079079 1.995 0.5604 0
1014 64.042351 -24.079315 0.4983 0.1205 0
1015 64.033676 -24.078066 4.02775 0.085 0
1016 64.047691 -24.078524 0.3918 0.0 1
1017 64.031044 -24.078962 1.6344 0.0 1
1018 64.035225 -24.077242 0.4049 0.0 1
1019 64.034309 -24.07847 0.4742 0.0445 0
1020 64.017456 -24.07946 1.615 0.0255 0
1021 64.053787 -24.078651 1.85 0.0665 0
1022 64.039268 -24.079294 0.31 0.0305 0
1023 64.015793 -24.078733 0.1025 0.3655 0
1024 64.017471 -24.078638 7.494001 0.06855 0
1025 64.026108 -24.078625 2.64765 2.0395 0
1026 64.018028 -24.078609 2.2225 0.0925 0
1027 64.040543 -24.078533 4.25 0.05925 0
1028 64.029442 -24.0786 2.769 0.3745 0
1029 64.019295 -24.078604 1.025 0.0504 0
1030 64.049782 -24.07852 0.01 0.02 0
1031 64.017952 -24.078505 2.333 0.0327 0
1032 64.027847 -24.079067 0.505 0.03625 0
1033 64.025444 -24.078499 2.0096 0.005 0
1034 64.02372 -24.078472 2.02485 1.7745 0
1035 64.030449 -24.078499 2.04 0.4899 0
1036 64.017372 -24.07851 0.2485 0.03765 0
1037 64.028481 -24.079098 0.3325 0.0275 0
1038 64.025345 -24.079165 0.296 0.0209 0
1039 64.044991 -24.078411 0.8185 0.0326 0
1040 64.029549 -24.078373 3.7081 0.2615 0
1041 64.020073 -24.079227 2.131 0.14 0
1042 64.049202 -24.078793 0.555 0.05225 0
1043 64.02626 -24.078348 1.64325 0.175 0
1044 64.02916 -24.078339 1.0375 0.14 0
1045 64.050301 -24.078367 3.018899 0.05 0
1046 64.053192 -24.078236 3.7895 0.06655 0
1047 64.035484 -24.078199 4.38 0.0286 0
1048 64.034309 -24.078838 0.4969 0.0105 0
1049 64.042076 -24.078178 0.6055 1.09555 0
1050 64.041969 -24.078171 0.01 0.56 0
1051 64.046501 -24.078123 2.96425 1.5965 0
1052 64.03627 -24.078108 0.565 0.075 0
1053 64.045166 -24.078106 2.633 0.073 0
1054 64.048729 -24.078165 2.53565 0.065 0
1055 64.015816 -24.078075 1.691 0.056 0
1056 64.02449 -24.078999 0.7665 0.03835 0
1057 64.050499 -24.07807 0.59 1.3965 0
1058 64.030441 -24.078335 0.4051 0.0 1
1059 64.053459 -24.078039 2.915 0.1878 0
1060 64.0513 -24.078279 1.3785 0.02 0
1061 64.021439 -24.078453 2.2222 0.0 1
1062 64.018951 -24.078287 2.9145 0.115 0
1063 64.054024 -24.077999 1.7685 0.0226 0
1064 64.052963 -24.078831 1.6253 0.0 1
1065 64.029015 -24.077938 2.63245 0.025 0
1066 64.018211 -24.078508 0.299 0.014 0
1067 64.027885 -24.077911 3.035 0.1638 0
1068 64.030998 -24.07855 0.502 0.04615 0
1069 64.045563 -24.077871 1.135 0.051 0
1070 64.052887 -24.077856 3.26 0.1868 0
1071 64.021729 -24.078323 0.226 0.055 0
1072 64.040176 -24.078005 3.9354 1.616 0
1073 64.051971 -24.07839 0.59475 0.023 0
1074 64.037758 -24.077757 5.778 2.229251 0
1075 64.027496 -24.077755 4.357001 0.405 0
1076 64.032005 -24.077715 2.5551 1.2995 0
1077 64.021339 -24.077894 1.929 0.2158 0
1078 64.026672 -24.077639 4.16 0.0547 0
1079 64.027039 -24.078569 2.18715 0.075 0
1080 64.047455 -24.077646 2.787 0.8138 0
1081 64.044563 -24.078278 1.6351 0.0 1
1082 64.042435 -24.077682 2.39 0.02955 0
1083 64.020035 -24.077986 0.723 0.0315 0
1084 64.016815 -24.078161 0.6575 0.113 0
1085 64.02935 -24.077578 3.8098 1.8835 0
1086 64.047424 -24.077486 2.91 0.14 0
1087 64.023422 -24.077808 0.856 0.011 0
1088 64.041901 -24.077456 3.528999 0.025 0
1089 64.0177 -24.078148 1.587 0.0303 0
1090 64.04464 -24.078003 0.485 0.06725 0
1091 64.022469 -24.078129 0.26 0.0189 0
1092 64.045868 -24.077499 2.425 0.05215 0
1093 64.043098 -24.077583 1.9815 1.6825 0
1094 64.040344 -24.076464 0.4965 0.02775 0
1095 64.015808 -24.077349 0.938 0.05 0
1096 64.034714 -24.078363 0.49885 0.022 0
1097 64.043983 -24.078136 0.4535 0.0075 0
1098 64.031815 -24.077808 0.3963 0.0 1
1099 64.051689 -24.077579 2.2702 0.11 0
1100 64.032516 -24.07753 0.46875 0.015 0
1101 64.051582 -24.077305 3.0613 1.255 0
1102 64.041077 -24.07728 0.04 0.015 0
1103 64.023811 -24.077591 1.93995 0.1 0
1104 64.0299 -24.075964 0.361 0.1625 0
1105 64.029243 -24.077272 5.285 2.012451 0
1106 64.048996 -24.077265 2.203 0.4129 0
1107 64.050148 -24.077209 0.733 0.02825 0
1108 64.041679 -24.077202 0.612 0.024 0
1109 64.019058 -24.077198 4.550851 0.172 0
1110 64.049431 -24.077349 2.703 0.12965 0
1111 64.049385 -24.077164 1.27 0.06235 0
1112 64.054222 -24.076946 0.50565 0.005 0
1113 64.047218 -24.077217 2.52 0.1609 0
1114 64.033768 -24.076159 0.399 0.0 1
1115 64.048538 -24.077148 0.924 0.09 0
1116 64.024582 -24.07716 2.782 0.066 0
1117 64.024162 -24.077076 2.328899 0.0415 0
1118 64.031967 -24.077421 2.7595 0.066 0
1119 64.050575 -24.077002 4.29055 0.021001 0
1120 64.032898 -24.076996 2.268 0.06 0
1121 64.021561 -24.07724 1.3875 0.6355 0
1122 64.055542 -24.077257 1.69015 0.0535 0
1123 64.038628 -24.077147 0.369 0.2055 0
1124 64.045235 -24.076841 2.585 0.051 0
1125 64.018593 -24.077404 2.344 0.09435 0
1126 64.027969 -24.076807 0.389 0.0525 0
1127 64.046059 -24.076777 3.2045 0.111 0
1128 64.054924 -24.076754 0.606 0.017 0
1129 64.054848 -24.077103 0.755 0.0355 0
1130 64.051796 -24.077726 2.2815 0.08745 0
1131 64.017883 -24.076942 3.981 1.7 0
1132 64.022079 -24.076822 2.375 0.1175 0
1133 64.037605 -24.076696 0.944 0.02385 0
1134 64.043556 -24.076958 2.094199 0.0 1
1135 64.056274 -24.076731 0.43195 0.051 0
1136 64.037201 -24.07659 0.355 0.02 0
